title,maingenre,popularity,budgetM,revenueM,profitM,release_date,runtime,vote_average,vote_count,Collection
For Love or Money,Comedy,8.468869,30,11,-19,10/1/1993,94,5.7,77,
Thumbelina,Animation,13.856199,28,11,-17,3/30/1994,87,6.1,117,
The Bad Lieutenant: Port of Call - New Orleans,Drama,8.405395,25,11,-14,9/11/2009,122,6,331,
Stop-Loss,Drama,5.430566,25,11,-14,3/28/2008,113,6.1,84,
Return to Oz,Adventure,6.523262,25,11,-14,6/21/1985,109,6.6,122,
Big Trouble in Little China,Action,11.109932,25,11,-14,5/30/1986,99,7.1,727,
Abandon,Drama,3.485213,25,11,-14,10/14/2002,99,4.6,45,
Stay Tuned,Comedy,13.72021,25,11,-14,8/14/1992,87,6,51,
The End of the Affair,Drama,6.200344,23,11,-12,12/3/1999,102,6.6,56,
RoboCop 3,Action,8.685798,22,11,-11,4/17/1993,104,4.2,309,RoboCop Collection
The Super,Comedy,4.196125,22,11,-11,10/4/1991,84,5.5,21,
Inherent Vice,Comedy,13.52638,20,11,-9,12/25/2014,148,6.5,852,
Jennifer Eight,Crime,4.620936,20,11,-9,11/6/1992,124,5.8,74,
Connie and Carla,Music,9.502332,20,11,-9,4/16/2004,98,6.4,24,
Deconstructing Harry,Comedy,6.280515,20,11,-9,8/26/1997,96,7.3,188,
The Man Who Loved Women,Comedy,5.214505,19,11,-8,12/18/1983,110,4.4,9,
Fear and Loathing in Las Vegas,Adventure,9.220346,19,11,-8,5/22/1998,118,7.2,1321,
Getaway,Action,13.224288,18,11,-7,8/29/2013,90,4.9,248,
Wolfen,Drama,2.522474,17,11,-6,7/24/1981,115,6,57,
Tidal Wave,Action,4.136356,16,11,-5,6/6/2009,120,6.4,49,
PrÃªt-Ã -Porter,Drama,6.259433,15,11,-4,12/23/1994,133,5.3,33,
The Dark Half,Mystery,13.412785,15,11,-4,4/23/1993,122,5.4,91,
Black Snake Moan,Drama,7.050403,15,11,-4,12/8/2006,116,6.6,247,
The Purple Rose of Cairo,Fantasy,6.133697,15,11,-4,3/1/1985,82,7.3,206,
Fun Size,Comedy,6.891823,14,11,-3,10/25/2012,87,5.5,139,
Manhattan Murder Mystery,Comedy,8.939404,14,11,-3,8/18/1993,104,7.1,169,
The Astronaut Farmer,Adventure,6.862146,13,11,-2,10/15/2006,104,6.2,124,
I Love You Phillip Morris,Comedy,5.773752,13,11,-2,1/18/2009,98,6.4,514,
Glengarry Glen Ross,Crime,6.792215,13,11,-2,9/15/1992,100,7.5,330,
City of Life and Death,Drama,7.216103,12,11,-1,4/22/2009,132,7.6,55,
Space Battleship Yamato,Science Fiction,5.23198,12,11,-1,12/1/2010,131,6.3,59,
Lars and the Real Girl,Comedy,8.025118,12,11,-1,10/12/2007,106,7.1,517,
The Past,Drama,9.166555,11,11,0,5/17/2013,130,7.1,161,
The Ref,Comedy,5.868677,11,11,0,3/9/1994,97,6.7,99,
Win Win,Drama,4.480723,11,11,0,3/18/2011,106,6.7,176,
Cookie's Fortune,Comedy,3.380684,10,11,1,1/22/1999,118,6.2,35,
Danny Collins,Comedy,16.903373,10,11,1,3/19/2015,107,6.6,187,
Drop Dead Gorgeous,Comedy,6.396767,10,11,1,7/23/1999,98,6.5,88,
The Powerpuff Girls Movie,Animation,5.024459,10,11,1,7/3/2002,77,5.6,49,
The Boondock Saints II: All Saints Day,Action,8.051448,8,11,3,11/24/2009,118,5.8,264,The Boondock Saints Collection
Extract,Comedy,11.23915,8,11,3,9/3/2009,92,5.7,192,
Broadway Danny Rose,Comedy,5.892277,8,11,3,1/27/1984,84,7.2,104,
Il Divo,Drama,7.728333,7,11,4,5/23/2008,110,7.5,166,
The Green Berets,War,9.391981,7,11,4,7/4/1968,142,5.8,34,
Smart People,Comedy,3.756539,7,11,4,4/11/2008,95,5.8,74,
The Worst Christmas of My Life,Comedy,3.800073,7,11,4,12/22/2012,0,5.5,86,
Premam,Comedy,0.81609,6,11,5,5/29/2015,165,6.4,13,
Boj S Tenyu 2: Revansh,Action,0.471086,6,11,5,10/18/2007,135,5.6,5,Shadow Boxing Collection
We Are Your Friends,Drama,9.023686,6,11,5,8/26/2015,96,6.3,673,
Pat Garrett & Billy the Kid,Western,5.781236,5,11,6,5/23/1973,106,7.2,67,
Silent Rage,Action,1.808605,5,11,6,4/2/1982,103,5,22,
After Hours,Comedy,6.583161,5,11,6,9/13/1985,97,7.4,251,
Kismat Konnection,Drama,1.506777,4,11,7,7/18/2008,153,5,17,
Let the Right One In,Horror,7.274237,4,11,7,1/26/2008,115,7.5,997,
Wait Until Dark,Horror,6.216637,4,11,7,10/26/1967,108,7.5,112,
The Darkness,Horror,12.187189,4,11,7,5/13/2016,92,4.5,162,
Badlapur,Crime,1.493061,4,11,7,2/20/2015,128,6.8,30,
Wake Up Sid,Drama,1.710257,3,11,8,10/2/2009,138,6.8,32,
Before Midnight,Romance,11.30324,3,11,8,4/5/2013,108,7.3,583,Before... Collection
The Birds,Horror,11.591462,3,11,8,3/28/1963,119,7.3,959,
Missing in Action 2: The Beginning,Action,9.110348,2,11,9,3/1/1985,100,5,65,Missing in Action Collection
Jaane Tu... Ya Jaane Na,Drama,1.970054,2,11,9,7/4/2008,155,6.7,37,
Show Boat,Music,2.01799,2,11,9,7/13/1951,107,6.9,18,
The Great Dictator,Comedy,9.241748,2,11,9,10/15/1940,125,8.1,756,
Battle Beyond the Stars,Science Fiction,2.921405,2,11,9,9/8/1980,104,5.9,42,
Waltz with Bashir,Drama,7.636625,2,11,9,6/25/2008,90,7.8,294,
The Squid and the Whale,Comedy,10.952762,2,11,9,10/5/2005,81,6.9,229,
Dil To Pagal Hai,Drama,2.161941,1,11,10,10/30/1997,179,6.6,41,
Garv: Pride and Honour,Action,0.386315,1,11,10,7/9/2004,162,4.5,4,
The African Queen,Adventure,6.636872,1,11,10,12/3/1951,105,7.4,232,
The Lost Weekend,Drama,8.731331,1,11,10,11/25/1945,101,7.4,115,
Play Misty for Me,Crime,5.820841,1,11,10,11/3/1971,102,6.5,102,
Cutthroat Island,Action,7.284477,98,10,-88,12/22/1995,119,5.7,137,
Town & Country,Comedy,1.901065,90,10,-80,4/27/2001,104,4.1,18,
The Great Raid,Action,14.987902,80,10,-70,8/12/2005,132,6.8,91,
The Scarlet Letter,Drama,6.752119,50,10,-40,10/13/1995,135,5.5,111,
Jade,Action,11.418917,50,10,-40,10/13/1995,95,5.1,45,
The Express,Drama,4.929912,40,10,-30,10/10/2008,130,7.1,71,
White Squall,Action,9.568604,38,10,-28,2/2/1996,129,6.3,86,
Trespass,Crime,9.540381,36,10,-26,10/13/2011,91,5.4,333,
Bandidas,Action,19.294832,35,10,-25,1/18/2006,93,5.8,319,
The Swan Princess,Animation,8.910462,35,10,-25,11/18/1994,89,6.5,251,Swan Princess Series
Very Bad Things,Comedy,10.432293,30,10,-20,9/11/1998,100,6.2,182,
Shark Night,Horror,6.062425,28,10,-18,9/2/2011,91,4.9,134,
Straw Dogs,Drama,8.048422,25,10,-15,9/16/2011,110,5.5,147,
Explorers,Adventure,4.935932,25,10,-15,7/12/1985,109,6.2,120,
Mrs. Winterbourne,Comedy,9.1861,25,10,-15,4/19/1996,105,5.5,26,
Possession,Drama,4.439325,25,10,-15,10/2/2002,102,6.5,54,
I Could Never Be Your Woman,Comedy,11.414893,24,10,-14,5/11/2007,97,5.7,94,
Moonlight Mile,Romance,14.074906,21,10,-11,9/9/2002,117,6.4,54,
Punisher: War Zone,Action,8.333526,21,10,-11,12/5/2008,102,5.6,298,
Alone in the Dark,Action,5.871243,20,10,-10,1/28/2005,96,3.1,174,Alone in the Dark Collection
Code Name: The Cleaner,Action,11.107148,20,10,-10,1/5/2007,84,4.7,78,
The Two Jakes,Crime,4.476578,19,10,-9,8/10/1990,138,6.2,48,The Jake Gittes Collection
SpaceCamp,Family,6.41742,18,10,-8,6/6/1986,107,5.8,60,
The Unbearable Lightness of Being,Comedy,6.815147,17,10,-7,2/5/1988,171,7,89,
55 Days at Peking,Action,2.972529,17,10,-7,5/6/1963,154,6.5,38,
Running Scared,Action,7.435544,17,10,-7,1/6/2006,122,7,332,
Someone to Watch Over Me,Crime,3.50111,17,10,-7,10/9/1987,106,5.8,38,
The Apparition,Horror,7.683008,17,10,-7,8/23/2012,82,4.5,140,
Queen of Katwe,Drama,6.164561,15,10,-5,9/23/2016,124,7.1,103,
Brainstorm,Science Fiction,9.974312,15,10,-5,9/30/1983,106,6.3,65,
Whatever It Takes,Drama,3.550711,15,10,-5,3/31/2000,94,5.1,38,
Home Fries,Drama,2.312844,15,10,-5,11/25/1998,93,4.8,32,
The Loft,Thriller,14.443362,14,10,-4,10/14/2014,108,6.4,500,
Head Over Heels,Comedy,5.594987,14,10,-4,2/2/2001,86,5.3,73,
Faithful,Comedy,1.296862,13,10,-3,4/3/1996,91,4.8,4,
For Greater Glory - The True Story of Cristiada,History,4.482331,12,10,-2,6/1/2012,145,6.4,35,
I Know Who Killed Me,Crime,4.961439,12,10,-2,7/27/2007,105,4,81,
District B13,Action,7.594102,12,10,-2,11/9/2004,84,6.5,572,District 13 Collection
What's Eating Gilbert Grape,Romance,10.3919,11,10,-1,12/17/1993,118,7.5,943,
Seeking a Friend for the End of the World,Comedy,6.947533,10,10,0,6/22/2012,101,6.3,713,
Stardust Memories,Comedy,5.720538,10,10,0,9/26/1980,89,6.9,96,
Thief of Hearts,Crime,0.941383,9,10,1,10/19/1984,100,5.5,16,
A Rage in Harlem,Crime,2.404818,8,10,2,5/3/1991,115,5.8,17,
Wolf Creek 2,Horror,6.842107,8,10,2,8/30/2013,106,5.9,156,Wolf Creek Collection
Prom,Comedy,6.167646,8,10,2,4/29/2011,104,5.7,139,
Khatta Meetha,Comedy,0.494047,8,10,2,7/23/2010,155,5.1,10,
Harry Brown,Thriller,7.478206,7,10,3,11/11/2009,103,6.7,351,
The Spacewalker,Adventure,10.181,7,10,3,4/12/2017,140,7.4,20,
Sylvia,Drama,11.37237,7,10,3,10/17/2003,109,5.6,34,
The Wash,Action,2.483032,7,10,3,11/16/2001,93,5.3,26,
The Best Movie 3-DE,Comedy,0.877477,7,10,3,1/19/2011,102,3,8,Ð¡Ð°Ð¼Ñ‹Ð¹ Ð»ÑƒÑ‡ÑˆÐ¸Ð¹ Ñ„Ð¸Ð»ÑŒÐ¼ - ÐšÐ¾Ð»Ð»ÐµÐºÑ†Ð¸Ñ
The Science of Sleep,Comedy,10.603991,6,10,4,2/11/2006,105,6.8,253,
The Virgin Suicides,Drama,10.505387,6,10,4,4/21/1999,97,7.1,841,
Billu,Comedy,1.355305,6,10,4,2/13/2009,137,6.5,27,
Love Is All You Need,Comedy,4.711231,6,10,4,9/4/2012,116,6.2,86,
Before I Fall,Mystery,38.995136,5,10,5,3/2/2017,98,6.8,651,
Moms' Night Out,Comedy,6.127302,5,10,5,3/25/2014,98,5.5,122,
Moon,Science Fiction,13.336773,5,10,5,6/12/2009,97,7.6,1831,
Only God Forgives,Drama,6.069475,5,10,5,5/30/2013,90,5.6,886,
Moby Dick,Adventure,4.31583,5,10,5,6/27/1956,116,6.9,90,
Blue Is the Warmest Color,Romance,4.938148,4,10,6,10/9/2013,179,7.2,1114,
Heropanti,Romance,2.031919,4,10,6,5/23/2014,146,5.4,15,
Alan Partridge: Alpha Papa,Comedy,10.130541,4,10,6,7/24/2013,90,6.5,184,
Bad Dreams,Horror,5.296777,4,10,6,4/8/1988,86,5.3,31,
That still Karloson!,Comedy,0.712585,4,10,6,3/15/2012,80,3.5,6,
Once Bitten,Horror,6.174699,3,10,7,11/15/1985,94,5.3,75,
It's a Wonderful Life,Drama,15.031588,3,10,7,12/20/1946,130,8,1103,
Judgment at Nuremberg,Drama,9.697105,3,10,7,12/1/1961,186,7.6,161,
Elmer Gantry,Drama,6.409512,3,10,7,6/19/1960,146,7.3,41,
The Piano Teacher,Drama,6.363081,3,10,7,5/14/2001,131,7.2,197,
Hitler's Kaput!,Comedy,0.878255,3,10,7,9/18/2008,99,3.6,7,
Tsotsi,Crime,6.081201,3,10,7,8/18/2005,94,6.9,96,
Scenes from a Mall,Comedy,1.739182,3,10,7,2/22/1991,89,4.8,22,
Elephant,Drama,6.447312,3,10,7,5/18/2003,81,7,410,
The Man Who Knew Too Much,Adventure,12.547763,3,10,7,6/1/1956,120,7.3,276,
Hud,Action,4.526285,3,10,7,5/29/1963,112,7.4,69,
Breakfast at Tiffany's,Comedy,10.879289,3,10,7,10/5/1961,110,7.6,1082,
The Hollywood Knights,Comedy,2.599219,3,10,7,5/30/1980,91,6.4,18,
Bachna Ae Haseeno,Drama,1.921026,2,10,8,8/14/2008,153,6.5,20,
Sabrina,Comedy,7.359741,2,10,8,9/28/1954,113,7.4,284,
Singam,Action,1.132835,2,10,8,5/28/2010,154,6.9,19,Singam Collection
Shaft's Big Score!,Action,0.760855,2,10,8,6/8/1972,104,6.1,7,Shaft Collection
Conquest of the Planet of the Apes,Action,12.843375,2,10,8,6/29/1972,88,6.1,243,Planet of the Apes Original Collection
Mr. Smith Goes to Washington,Comedy,8.168694,2,10,8,10/19/1939,129,7.9,245,
Godzilla 2000,Adventure,2.80298,1,10,9,12/11/1999,107,5.9,44,Godzilla (Millennium) Collection
Kissing Jessica Stein,Comedy,3.374229,1,10,9,4/21/2001,97,5.9,50,
American Ninja,Action,7.314536,1,10,9,8/30/1985,95,5.5,71,American Ninja Collection
Cry_Wolf,Horror,9.454335,1,10,9,9/16/2005,90,5.6,127,
On the Waterfront,Crime,18.211093,1,10,9,6/22/1954,108,8,368,
The Bellboy,Comedy,2.738268,1,10,9,7/20/1960,72,6.1,22,
Casablanca,Drama,13.916101,1,10,9,11/26/1942,102,7.9,1462,
King Kong,Action,8.73274,1,10,9,4/7/1933,100,7.7,346,King Kong (1933 series)
Cyborg,Action,8.473602,1,10,9,4/7/1989,86,4.9,154,Cyborg Collection
Rock Dog,Adventure,6.55207,60,9,-51,7/8/2016,90,5.8,47,
All the King's Men,Drama,7.991168,55,9,-46,9/10/2006,125,5.7,95,
Bullet to the Head,Action,8.26008,55,9,-46,1/31/2013,92,5.2,490,
Goya's Ghosts,Drama,5.91265,50,9,-41,11/8/2006,114,6.6,100,
Miracle at St. Anna,Drama,11.221186,45,9,-36,9/15/2008,160,6.3,90,
Havana,Drama,10.10753,40,9,-31,12/11/1990,144,5.5,20,
The Young and Prodigious T.S. Spivet,Adventure,6.839535,33,9,-24,10/16/2013,105,6.7,234,
The Lost City of Z,Action,21.791111,30,9,-21,10/15/2016,140,6.1,598,
The Fifth Estate,Drama,10.850442,28,9,-19,10/11/2013,128,5.7,368,
"Mystery, Alaska",Drama,4.512767,28,9,-19,10/1/1999,119,6,71,
On the Road,Adventure,7.323283,25,9,-16,5/22/2012,137,5.5,312,
The Bounty,Action,7.492912,25,9,-16,5/4/1984,132,6.5,109,
Cheri,Drama,4.164362,23,9,-14,2/10/2009,86,5.9,57,
Pennies from Heaven,Drama,8.031761,22,9,-13,12/11/1981,108,6.3,25,
Stone,Drama,11.275132,22,9,-13,10/7/2010,105,5.2,195,
Ratchet & Clank,Action,9.115939,20,9,-11,4/13/2016,94,5.4,188,
Boat Trip,Comedy,6.515316,20,9,-11,10/1/2002,94,4.7,148,
Doctor Dolittle,Adventure,3.896319,18,9,-9,12/19/1967,152,6,42,
The Red Violin,Drama,7.725843,18,9,-9,9/10/1998,131,7.2,101,
Damnation Alley,Action,2.217704,17,9,-8,9/10/1977,91,5,27,
Manhunter,Crime,0.338943,15,9,-6,8/14/1986,119,6.8,340,The Hannibal Lecter Anthology
Dark Blue,Action,4.98408,15,9,-6,12/14/2002,118,6.5,86,
Suite FranÃ§aise,Drama,5.02124,15,9,-6,11/5/2014,107,7.1,284,
Never Let Me Go,Drama,8.278794,15,9,-6,9/15/2010,104,6.8,755,
The Rocker,Comedy,9.469873,15,9,-6,8/20/2008,102,5.6,159,
District 13: Ultimatum,Action,9.133996,15,9,-6,2/18/2009,101,6,323,District 13 Collection
Teaching Mrs. Tingle,Comedy,8.345784,13,9,-4,8/11/1999,96,5.3,94,
Nightbreed,Action,6.372135,11,9,-2,2/16/1990,102,6.4,106,
Chandni Chowk To China,Action,1.970481,11,9,-2,1/16/2009,149,5.3,13,
Body Double,Crime,9.836894,10,9,-1,10/25/1984,114,6.4,138,
The Frisco Kid,Western,7.085212,9,9,0,7/6/1979,114,6,38,
Loving,Drama,7.977391,9,9,0,11/4/2016,123,6.5,275,
Ong Bak 2,Adventure,8.553506,9,9,0,12/4/2008,98,5.9,156,Ong Bak Collection
Avalon,Action,5.019679,8,9,1,1/20/2001,107,6.8,93,
In the Mouth of Madness,Horror,8.497643,8,9,1,12/12/1994,95,7.1,307,
Morgan,Horror,12.521071,8,9,1,9/1/2016,92,5.7,436,
The King's Choice,War,1.176258,8,9,1,9/29/2016,133,6.6,14,
Bolero,Drama,1.456485,7,9,2,8/31/1984,105,3.4,23,
Stargate: The Ark of Truth,Adventure,9.218164,7,9,2,3/11/2008,97,6.9,143,Stargate SG-1 Collection
Dark Angel,Action,7.958502,7,9,2,1/26/1990,91,5.5,75,
Badmaash Company,Comedy,1.490661,6,9,3,5/7/2010,144,5.6,17,
Return of the Living Dead Part II,Comedy,6.606325,6,9,3,1/15/1988,89,5.8,95,Return of the Living Dead Collection
Beasts of No Nation,Drama,11.732546,6,9,3,9/11/2015,137,7.6,476,
Blue Velvet,Crime,7.882247,6,9,3,8/1/1986,120,7.7,758,
3 Strikes,Action,0.651625,6,9,3,3/1/2000,82,5.9,15,
Tutto tutto niente niente,Comedy,2.208906,6,9,3,11/30/2012,0,4.8,54,Cetto La Qualunque - Collezione
Wazir,Thriller,3.571376,5,9,4,1/7/2016,102,6.7,36,
Bernie,Comedy,5.875181,5,9,4,4/27/2012,100,6.5,325,
Filth,Crime,14.970485,5,9,4,9/23/2013,97,6.8,628,
Secretary,Comedy,10.936827,4,9,5,1/11/2002,104,6.8,378,
Ben-Hur: A Tale of the Christ,Adventure,2.301098,4,9,5,12/30/1925,143,7.3,20,
Aitraaz,Thriller,1.280578,4,9,5,11/12/2004,159,4.9,17,
She's the One,Comedy,10.827266,4,9,5,8/26/1996,96,5.7,71,
Ringmaster,Comedy,0.556435,4,9,5,11/25/1998,90,3.8,13,
Love and the City,Comedy,1.03513,4,9,5,3/5/2009,88,5.1,14,Love in the City Collection
Red River,Western,6.09018,3,9,6,8/26/1948,133,7.3,85,
Witness for the Prosecution,Drama,9.730217,3,9,6,12/17/1957,116,8.1,278,
To Catch a Thief,Crime,5.490505,3,9,6,8/3/1955,106,7.1,299,
The Valley of Decision,Drama,0.230534,2,9,7,6/1/1945,119,5.8,4,
Lolita,Drama,9.551293,2,9,7,6/13/1962,153,7.3,409,
Boom Town,Adventure,1.52854,2,9,7,8/30/1940,119,6.5,8,
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Drama,9.80398,2,9,7,1/29/1964,95,8,1472,
Battle for the Planet of the Apes,Action,11.644764,2,9,7,6/15/1973,93,5.5,220,Planet of the Apes Original Collection
New Kids Turbo,Action,4.330658,2,9,7,12/9/2010,84,6.3,73,New Kids Collection
Niagara,Crime,14.605464,1,9,8,1/26/1953,92,6.7,84,
Ringu,Horror,6.486126,1,9,8,1/31/1998,96,6.9,310,Ringu Collection
Wizards,Animation,2.914738,1,9,8,2/9/1977,80,6.4,42,
The Sessions,Drama,5.760319,1,9,8,5/2/2012,98,6.6,183,
Love Me Tender,Drama,1.157582,1,9,8,11/15/1956,89,5.5,21,
Leprechaun,Comedy,9.096254,1,9,8,1/8/1993,92,5.1,120,Leprechaun Collection (Original Series)
The Station Agent,Drama,5.85469,1,9,8,1/26/2003,88,7.4,213,
Upside Down,Romance,7.37535,60,8,-52,9/27/2012,104,6.2,1094,
Stay,Mystery,6.572049,50,8,-42,9/24/2005,99,6.5,346,
The Adventures of Baron Munchausen,Action,7.753416,47,8,-39,12/7/1988,126,6.9,185,
Solomon Kane,Adventure,9.667535,45,8,-37,9/16/2009,104,5.6,399,
Strange Days,Crime,11.223055,42,8,-34,10/13/1995,145,6.8,334,
Christopher Columbus: The Discovery,Action,5.996407,40,8,-32,8/21/1992,120,4.3,13,
Nothing but Trouble,Comedy,10.39662,40,8,-32,2/14/1991,94,5,88,
Big Trouble,Action,5.761051,40,8,-32,4/5/2002,85,6.3,82,
Barney's Version,Comedy,7.524794,30,8,-22,10/26/2010,134,7.2,131,
A Simple Wish,Adventure,3.354869,28,8,-20,7/11/1997,86,5.5,46,
The Chase,Comedy,14.362544,26,8,-18,3/4/1994,89,5.6,89,
Play It to the Bone,Comedy,4.347609,24,8,-16,12/25/1999,124,5.7,53,
Hackers,Action,14.810519,20,8,-12,9/14/1995,107,6.2,406,
Hummingbird,Action,8.801032,20,8,-12,5/7/2013,100,5.9,587,
Proof,Drama,7.983902,20,8,-12,9/5/2005,100,6.2,182,
Death Defying Acts,Drama,4.522772,20,8,-12,9/13/2007,97,5.5,59,
Alone in the Dark,Horror,1.057387,20,8,-12,11/12/1982,93,5.5,26,
Spartan,Mystery,7.364519,19,8,-11,3/12/2004,102,6.3,104,
The Blob,Horror,10.874079,19,8,-11,8/5/1988,95,6.3,187,
The Ice Storm,Drama,7.146352,18,8,-10,9/27/1997,112,6.9,181,
Metallica: Through the Never,Music,5.229975,18,8,-10,9/25/2013,93,6.7,86,
Losing Isaiah,Drama,7.698526,17,8,-9,3/17/1995,106,6.4,28,
Trumbo,Drama,7.358726,15,8,-7,10/27/2015,124,7.3,507,
Funny Games,Horror,6.841586,15,8,-7,10/20/2007,112,6.3,562,
Promised Land,Drama,7.06378,15,8,-7,9/23/2012,106,6,246,
Chloe,Drama,10.445867,15,8,-7,3/25/2009,96,5.9,514,
"New York, I Love You",Comedy,13.825651,15,8,-7,9/6/2008,103,5.7,174,
Streets of Fire,Action,6.958758,15,8,-7,6/1/1984,93,6.6,105,
Capture the Flag,Comedy,6.345679,14,8,-6,8/28/2015,94,5.7,52,
Dead Ringers,Drama,5.53202,13,8,-5,9/23/1988,115,7,176,
Wise Guys,Comedy,1.884204,13,8,-5,4/17/1986,100,6.1,26,
Serial Mom,Comedy,5.305311,13,8,-5,4/13/1994,95,6.4,137,
Woo,Comedy,2.326115,13,8,-5,5/8/1998,84,5.5,10,
Ernest & Celestine,Animation,7.225779,13,8,-5,12/12/2012,78,7.6,148,
The Great Beauty,Comedy,8.176134,12,8,-4,5/21/2013,142,7.3,745,
Max & Leon,War,5.662109,12,8,-4,11/1/2016,98,6.7,202,
The Alamo,Action,4.73816,12,8,-4,10/23/1960,167,6.5,63,
What If,Drama,10.841891,11,8,-3,9/7/2013,93,6.7,688,
Cry-Baby,Comedy,8.290384,11,8,-3,4/5/1990,85,6.4,289,
The Battalion,War,1.557671,10,8,-2,2/20/2015,120,5.9,6,
While We're Young,Comedy,9.42755,10,8,-2,4/3/2015,97,5.8,387,
Dead Calm,Crime,13.464246,10,8,-2,4/7/1989,96,6.6,178,
Twin Dragons,Comedy,10.222076,10,8,-2,1/15/1992,89,6.2,72,
Bad Words,Comedy,5.847166,10,8,-2,9/6/2013,88,6.4,335,
Runaway Train,Action,15.236541,9,8,-1,11/15/1985,111,7,129,
Bel Ami,Romance,7.720692,9,8,-1,3/9/2012,102,5,155,
A Scanner Darkly,Animation,11.643026,9,8,-1,5/25/2006,100,6.8,540,
Big Game,Action,6.911759,9,8,-1,9/5/2014,90,5.3,387,
Nick of Time,Crime,6.848591,8,8,0,11/22/1995,90,6.1,190,
A Royal Affair,Drama,8.168448,8,8,0,3/29/2012,137,7.2,244,
P2,Horror,9.276709,8,8,0,11/9/2007,98,5.7,162,
Shadow of the Vampire,Drama,12.691457,8,8,0,5/15/2000,92,6.6,149,
Iron Sky,Action,19.561767,8,8,0,3/10/2012,93,5.6,563,Iron Sky Collection
Surviving the Game,Action,3.644641,7,8,1,4/15/1994,96,6.1,53,
The Last Temptation of Christ,Drama,11.370288,7,8,1,8/12/1988,164,7,206,
Smoke,Comedy,5.552946,7,8,1,6/9/1995,112,7.2,115,Brooklyn Cigar Store Collection
Loose Cannons,Comedy,5.633243,7,8,1,2/12/2010,110,7.1,122,
Last Night,Drama,15.280219,7,8,1,5/11/2010,90,6.1,243,
Dazed and Confused,Comedy,6.8652,7,8,1,9/24/1993,102,7.4,588,
The Cowboys,Action,3.189566,6,8,2,1/13/1972,131,7,60,
Lucas,Comedy,4.57535,6,8,2,3/28/1986,108,6.4,53,
Lagaan: Once Upon a Time in India,Adventure,4.97451,5,8,3,6/15/2001,224,7.2,125,
My Old Lady,Romance,11.127162,5,8,3,9/9/2014,107,6.1,100,
The Machinist,Thriller,10.737565,5,8,3,2/9/2004,101,7.3,1280,
Piranha 3DD,Horror,5.615205,5,8,3,5/11/2012,83,4.1,319,Piranha 3D Collection
Cheetah,Drama,0.011574,5,8,3,8/18/1989,83,5.9,10,
The Texas Chainsaw Massacre 2,Horror,9.501011,5,8,3,8/22/1986,101,5.8,142,Texas Chainsaw Massacre Collection
12,Crime,6.975759,4,8,4,6/6/2007,159,6.6,54,
The Misfits,Drama,5.317544,4,8,4,1/1/1961,124,6.8,76,
Bug,Horror,5.911303,4,8,4,5/19/2006,102,6,167,
Hell's Angels,Action,5.276546,4,8,4,11/15/1930,127,6.1,19,
Annie Get Your Gun,Action,2.090588,4,8,4,5/17/1950,107,7.3,22,
Zulu,Action,11.604242,4,8,4,1/22/1964,138,7.4,137,Anglo-Zulu War Collection
Shadowboxing,Action,0.768181,4,8,4,3/5/2005,126,5,13,Shadow Boxing Collection
Expelled: No Intelligence Allowed,Documentary,1.787297,4,8,4,4/18/2008,90,4.1,33,
The Man Who Shot Liberty Valance,Western,6.641827,3,8,5,4/22/1962,123,7.4,272,
This Is England,Drama,2.514638,2,8,6,9/12/2006,101,7.4,370,This is England Collection
The Hustler,Drama,9.333533,2,8,6,9/25/1961,134,7.6,243,The Hustler Collection
Family Plot,Comedy,4.845776,2,8,6,4/9/1976,121,6.7,86,
Gentleman's Agreement,Drama,6.857318,2,8,6,11/11/1947,118,6.8,48,
Inside Job,Documentary,10.30535,2,8,6,10/8/2010,109,7.7,287,
Pregnant,Comedy,0.397106,2,8,6,7/21/2011,81,3.1,7,
A Streetcar Named Desire,Drama,7.301719,2,8,6,9/18/1951,125,7.6,291,
Cavalcade,Drama,1.196324,1,8,7,2/8/1933,110,4.6,17,
Sands of Iwo Jima,Action,2.828371,1,8,7,12/14/1949,100,6.2,33,
High Noon,Western,16.715935,1,8,7,3/27/1952,85,7.6,343,
Hoop Dreams,Documentary,9.47666,1,8,7,9/12/1994,171,7.7,91,
The Adventures of Pluto Nash,Action,8.903754,100,7,-93,8/15/2002,95,4.4,143,
Gigli,Drama,11.415316,54,7,-47,8/1/2003,121,3.5,105,
Outlander,Fantasy,14.611182,50,7,-43,4/24/2008,115,6.1,354,
The Big Bounce,Comedy,6.496271,50,7,-43,1/30/2004,88,5,77,
1492: Conquest of Paradise,Action,11.618792,47,7,-40,10/9/1992,154,6.1,180,
The Big Year,Comedy,10.267905,41,7,-34,10/13/2011,100,5.6,252,
The Children of Huang Shi,Drama,14.622493,40,7,-33,7/3/2008,125,6.5,53,
Against the Ropes,Romance,1.381022,39,7,-32,2/20/2004,106,4.5,32,
Trapped,Action,5.781667,30,7,-23,9/20/2002,106,5.8,140,
Our Brand Is Crisis,Comedy,12.158176,28,7,-21,9/11/2015,108,5.8,196,
What Just Happened,Comedy,10.510245,25,7,-18,10/17/2008,104,5.2,128,
Space Dogs,Family,4.037707,25,7,-18,3/18/2010,85,6.3,10,Space Dogs
Harley Davidson and the Marlboro Man,Action,7.338188,23,7,-16,8/23/1991,98,6.1,86,
Gold,Thriller,16.01076,20,7,-13,12/22/2016,120,6.6,403,
